   count of succeed-fitted:  8
prism, countOfPoints, updated_x,updated_y,updated_z,updated_r, sigma,,,,,,,
A1,147,953.67,1008.63,23.3871,2.07987,0.00135776,0.000819571,0.00912786,0.00136457,
B1,72,953.671,1008.63,23.3775,1.78716,0.00307156,0.00238234,0.063225,0.00647764,
C1,141,953.663,1008.62,23.393,2.0731,0.000912288,0.00122118,0.00936751,0.00120827,
D1,82,953.685,1008.63,23.3952,1.96499,0.00167573,0.0022003,0.0229536,0.00238803,
A2,162,953.671,1008.63,23.3862,2.03395,0.00129627,0.000729162,0.00859077,0.00125251,
B2,76,953.684,1008.61,23.3646,1.89989,0.00292845,0.00197741,0.0399947,0.00500526,
C2,148,953.669,1008.62,23.3898,2.03218,0.000872255,0.00117312,0.0096804,0.00117592,
D2,82,953.676,1008.63,23.4313,1.92617,0.00164706,0.00225949,0.023395,0.00232676,
