∑ΩŒªΩ«,—ˆΩ«,¿‚æµ∫≈,≈ÃŒª,µ„∫≈,±±◊¯±Í,∂´◊¯±Í,∏ﬂ≥Ã,
30,35,C2,√‚◊Û,T18,955.6352,1008.3219,23.8302,
30,35,C2,√‚”“,T19,955.6349,1008.3234,23.8304,
30,25,C1,æµ◊Û,T20,955.7095,1008.3769,23.7081,
30,25,C1,æµ”“,T21,955.7106,1008.3773,23.7084,
30,25,C2,√‚◊Û,T22,955.6716,1008.3912,23.6432,
30,25,C2,√‚”“,T23,955.6713,1008.3941,23.6439,
30,15,C1,æµ◊Û,T24,955.7346,1008.406,23.5026,
30,15,C1,æµ”“,T25,955.7355,1008.4064,23.5026,
30,15,C2,√‚◊Û,T26,955.688,1008.4195,23.4447,
30,15,C2,√‚”“,T27,955.6877,1008.4192,23.4447,
30,5,C1,æµ◊Û,T28,955.7363,1008.4079,23.2934,
30,5,C1,æµ”“,T29,955.7372,1008.408,23.2937,
30,5,C2,√‚◊Û,T30,955.6818,1008.4172,23.2435,
30,5,C2,√‚”“,T31,955.6818,1008.4171,23.2436,
60,5,C1,æµ◊Û,T33,955.351,1007.4049,23.2926,
60,5,C1,æµ”“,T34,955.3517,1007.4049,23.2939,
60,5,C2,√‚◊Û,T35,955.2955,1007.4157,23.2378,
60,5,C2,√‚”“,T36,955.2955,1007.4161,23.2379,
60,15,C1,æµ◊Û,T37,955.3489,1007.4039,23.5028,
60,15,C1,æµ”“,T38,955.3497,1007.4043,23.5023,
60,15,C2,√‚◊Û,T39,955.3035,1007.4177,23.4395,
60,15,C2,√‚”“,T40,955.3033,1007.4186,23.4397,
60,25,C1,æµ◊Û,T41,955.3122,1007.3915,23.7082,
60,25,C1,æµ”“,T42,955.3133,1007.3918,23.7079,
60,25,C2,√‚◊Û,T43,955.2761,1007.4091,23.6406,
60,25,C2,√‚”“,T44,955.2762,1007.4089,23.64,
60,35,C1,æµ◊Û,T45,955.2424,1007.3678,23.9043,
60,35,C1,æµ”“,T46,955.2435,1007.3678,23.904,
60,35,C2,√‚◊Û,T47,955.2199,1007.3841,23.8318,
60,35,C2,√‚”“,T48,955.2193,1007.3864,23.8325,
60,45,C1,æµ◊Û,T49,955.1412,1007.3336,24.084,
60,45,C1,æµ”“,T50,955.1423,1007.3337,24.0842,
60,45,C2,√‚◊Û,T51,955.1315,1007.3568,24.011,
60,45,C2,√‚”“,T52,955.1311,1007.3577,24.011,
60,55,C1,æµ◊Û,T53,955.0124,1007.2897,24.243,
60,55,C1,æµ”“,T54,955.0134,1007.29,24.2425,
60,55,C2,√‚◊Û,T55,955.0157,1007.3146,24.1686,
60,55,C2,√‚”“,T56,955.0153,1007.3157,24.169,
60,55,D1,æµ◊Û,T57,955.1906,1007.6968,22.5718,
60,55,D1,æµ”“,T58,955.1914,1007.6969,22.5723,
60,55,D2,√‚◊Û,T59,955.1608,1007.6917,22.636,
60,55,D2,√‚”“,T60,955.161,1007.6923,22.6363,
60,65,C1,æµ◊Û,T61,954.8597,1007.2377,24.375,
60,65,C1,æµ”“,T62,954.8606,1007.2379,24.3751,
60,65,C2,√‚◊Û,T63,954.8739,1007.2641,24.3047,
60,65,C2,√‚”“,T64,954.8736,1007.2665,24.3059,
60,65,D1,æµ◊Û,T65,955.3076,1007.7366,22.782,
60,65,D1,æµ”“,T66,955.3087,1007.7371,22.7824,
60,65,D2,√‚◊Û,T67,955.2663,1007.7306,22.84,
60,65,D2,√‚”“,T68,955.2664,1007.7309,22.8408,
60,75,C1,æµ◊Û,T69,954.6863,1007.1787,24.4779,
60,75,C1,æµ”“,T70,954.6871,1007.1791,24.4781,
60,75,C2,√‚◊Û,T71,954.7122,1007.2112,24.4118,
60,75,C2,√‚”“,T72,954.7124,1007.2102,24.4115,
60,75,D1,æµ◊Û,T73,955.3882,1007.764,23.0106,
60,75,D1,æµ”“,T74,955.3896,1007.7646,23.0107,
60,75,D2,√‚◊Û,T75,955.3369,1007.7569,23.0623,
60,75,D2,√‚”“,T76,955.3365,1007.7577,23.0627,
60,85,C1,æµ◊Û,T77,954.4994,1007.115,24.5476,
60,85,C1,æµ”“,T78,954.5007,1007.1155,24.5473,
60,85,C2,√‚◊Û,T79,954.5369,1007.1482,24.4881,
60,85,C2,√‚”“,T80,954.536,1007.1483,24.4883,
60,85,D1,æµ◊Û,T81,955.4304,1007.7783,23.2502,
60,85,D1,æµ”“,T82,955.4317,1007.7785,23.2504,
60,85,D2,√‚◊Û,T83,955.3716,1007.7702,23.2928,
60,85,D2,√‚”“,T84,955.3711,1007.7719,23.2932,
90,85,C1,æµ◊Û,T85,953.6336,1006.9038,24.5468,
90,85,C1,æµ”“,T86,953.6348,1006.904,24.5474,
90,85,C2,√‚◊Û,T87,953.6772,1006.9379,24.4922,
90,85,C2,√‚”“,T88,953.6769,1006.9372,24.4927,
90,85,D1,æµ◊Û,T89,954.7717,1007.012,23.2501,
90,85,D1,æµ”“,T90,954.7722,1007.0126,23.2506,
90,85,D2,√‚◊Û,T91,954.7262,1007.0075,23.2869,
90,85,D2,√‚”“,T92,954.7258,1007.0082,23.2875,
90,75,C1,æµ◊Û,T93,953.8272,1006.8651,24.4778,
90,75,C1,æµ”“,T94,953.8282,1006.8653,24.4779,
90,75,C2,√‚◊Û,T95,953.8619,1006.897,24.4151,
90,75,C2,√‚”“,T96,953.8617,1006.8985,24.4152,
90,75,D1,æµ◊Û,T97,954.7279,1007.021,23.0101,
90,75,D1,æµ”“,T98,954.7287,1007.0212,23.0104,
90,75,D2,√‚◊Û,T99,954.6906,1007.0165,23.0585,
90,75,D2,√‚”“,T100,954.6902,1007.0175,23.0585,
90,65,C1,æµ◊Û,T101,954.0057,1006.8296,24.3756,
90,65,C1,æµ”“,T102,954.0072,1006.83,24.3754,
90,65,C2,√‚◊Û,T103,954.0299,1006.8574,24.306,
90,65,C2,√‚”“,T104,954.0289,1006.8614,24.3069,
90,65,D1,æµ◊Û,T105,954.6438,1007.0374,22.7819,
90,65,D1,æµ”“,T106,954.645,1007.038,22.7819,
90,65,D2,√‚◊Û,T107,954.6162,1007.0333,22.8378,
90,65,D2,√‚”“,T108,954.6159,1007.0352,22.8381,
90,55,C1,æµ◊Û,T109,954.1645,1006.798,24.2427,
90,55,C1,æµ”“,T110,954.166,1006.7984,24.2427,
90,55,C2,√‚◊Û,T111,954.1777,1006.8225,24.171,
90,55,C2,√‚”“,T112,954.1774,1006.8252,24.1712,
90,55,D1,æµ◊Û,T113,954.5223,1007.0616,22.572,
90,55,D1,æµ”“,T114,954.5236,1007.0621,22.5722,
90,55,D2,√‚◊Û,T115,954.504,1007.0605,22.6334,
90,55,D2,√‚”“,T116,954.5046,1007.059,22.6328,
90,45,C1,æµ◊Û,T117,954.2981,1006.7715,24.0846,
90,45,C1,æµ”“,T118,954.2995,1006.7723,24.0839,
90,45,C2,√‚◊Û,T119,954.2984,1006.7956,24.0109,
90,45,C2,√‚”“,T120,954.2977,1006.7977,24.0113,
90,45,D1,æµ◊Û,T121,954.3671,1007.0926,22.3866,
90,45,D1,æµ”“,T122,954.368,1007.093,22.3868,
90,45,D2,√‚◊Û,T123,954.3602,1007.0933,22.4534,
90,45,D2,√‚”“,T124,954.3603,1007.0933,22.4534,
90,35,C1,æµ◊Û,T125,954.4026,1006.7508,23.9039,
90,35,C1,æµ”“,T126,954.4039,1006.7514,23.9039,
90,35,C2,√‚◊Û,T127,954.3918,1006.7742,23.8312,
90,35,C2,√‚”“,T128,954.3915,1006.7743,23.8314,
90,25,C1,æµ◊Û,T129,954.4753,1006.7366,23.7085,
90,25,C1,æµ”“,T130,954.4765,1006.7372,23.7083,
90,25,C2,√‚◊Û,T131,954.4527,1006.7596,23.6388,
90,25,C2,√‚”“,T132,954.4522,1006.758,23.6387,
90,15,C1,æµ◊Û,T133,954.513,1006.7289,23.5028,
90,15,C1,æµ”“,T134,954.514,1006.7296,23.5027,
90,15,C2,√‚◊Û,T135,954.4799,1006.7491,23.4365,
90,15,C2,√‚”“,T136,954.4796,1006.7483,23.4362,
90,5,C1,æµ◊Û,T137,954.5151,1006.7283,23.2938,
90,5,C1,æµ”“,T138,954.5165,1006.7288,23.2934,
90,5,C2,√‚◊Û,T139,954.4734,1006.7432,23.2338,
90,5,C2,√‚”“,T140,954.4729,1006.7457,23.234,
210,85,A1,æµ◊Û,T141,954.7427,1007.2786,24.5532,
210,85,A1,æµ”“,T142,954.7436,1007.2793,24.5514,
210,85,A2,√‚◊Û,T143,954.6941,1007.2922,24.4986,
210,85,A2,√‚”“,T144,954.6944,1007.2917,24.4993,
210,85,B1,æµ◊Û,T145,953.9608,1006.8747,23.1595,
210,85,B1,æµ”“,T146,953.9623,1006.8752,23.1589,
210,85,B2,√‚◊Û,T147,953.8072,1006.7304,23.1381,
210,85,B2,√‚”“,T148,953.8073,1006.7319,23.1385,
210,75,A1,æµ◊Û,T149,954.6124,1007.13,24.4817,
210,75,A1,æµ”“,T150,954.613,1007.1304,24.4812,
210,75,A2,√‚◊Û,T151,954.5723,1007.1456,24.4207,
210,75,A2,√‚”“,T152,954.5727,1007.1456,24.4201,
210,75,B1,æµ◊Û,T153,953.9978,1006.9167,22.9678,
210,75,B1,æµ”“,T154,953.9993,1006.9175,22.9668,
210,75,B2,√‚◊Û,T155,953.8486,1006.7771,22.911,
210,75,B2,√‚”“,T156,953.8485,1006.778,22.9107,
210,65,A1,æµ◊Û,T157,954.4917,1006.9923,24.3773,
210,65,A1,æµ”“,T158,954.4924,1006.9928,24.3764,
210,65,A2,√‚◊Û,T159,954.4616,1007.0091,24.3106,
210,65,A2,√‚”“,T160,954.4616,1007.009,24.311,
210,65,B1,æµ◊Û,T161,954.0569,1006.9838,22.7878,
210,65,B1,æµ”“,T162,954.0578,1006.984,22.7876,
210,65,B2,√‚◊Û,T163,953.9158,1006.8529,22.6929,
210,65,B2,√‚”“,T164,953.916,1006.8522,22.6932,
210,55,A1,æµ◊Û,T165,954.3851,1006.8708,24.2428,
210,55,A1,æµ”“,T166,954.386,1006.8714,24.2417,
210,55,B1,æµ◊Û,T167,954.1354,1007.0728,22.6265,
210,55,B1,æµ”“,T168,954.1361,1007.0734,22.6259,
210,55,B2,√‚◊Û,T169,954.0076,1006.957,22.5019,
210,55,B2,√‚”“,T170,954.0076,1006.9566,22.5022,
210,45,B1,æµ◊Û,T172,954.2311,1007.1818,22.488,
210,45,B1,æµ”“,T173,954.2316,1007.182,22.488,
210,45,B2,√‚◊Û,T174,954.1184,1007.0859,22.3353,
210,45,B2,√‚”“,T175,954.1187,1007.0849,22.335,
210,35,B2,√‚◊Û,T176,954.2455,1007.2331,22.2014,
210,35,B2,√‚”“,T177,954.2457,1007.2322,22.201,
240,25,A1,æµ◊Û,T178,953.1132,1006.6477,23.703,
240,25,A1,æµ”“,T179,953.1147,1006.6481,23.703,
240,25,A2,√‚◊Û,T180,953.136,1006.6787,23.6377,
240,25,A2,√‚”“,T181,953.1362,1006.6785,23.6371,
240,15,A1,æµ◊Û,T182,953.0778,1006.6354,23.4961,
240,15,A1,æµ”“,T183,953.0791,1006.6358,23.496,
240,15,A2,√‚◊Û,T184,953.1124,1006.6675,23.4373,
240,15,A2,√‚”“,T185,953.1126,1006.6678,23.4377,
240,5,A1,æµ◊Û,T186,953.0766,1006.6349,23.2862,
240,5,A1,æµ”“,T187,953.0785,1006.6355,23.2853,
240,5,A2,√‚◊Û,T188,953.1202,1006.6679,23.2345,
240,5,A2,√‚”“,T189,953.1208,1006.6669,23.2351,
240,35,A1,æµ◊Û,T190,953.1827,1006.6709,23.9009,
240,35,A1,æµ”“,T191,953.1838,1006.6715,23.9004,
240,35,A2,√‚◊Û,T192,953.1944,1006.6984,23.8319,
240,35,A2,√‚”“,T193,953.195,1006.6986,23.8319,
240,45,A1,æµ◊Û,T194,953.283,1006.7056,24.082,
240,45,A1,æµ”“,T195,953.2839,1006.7057,24.083,
240,45,A2,√‚◊Û,T196,953.2832,1006.7309,24.0117,
240,45,A2,√‚”“,T197,953.2835,1006.7302,24.0113,
240,55,A1,æµ◊Û,T198,953.4113,1006.7492,24.2421,
240,55,A1,æµ”“,T199,953.4135,1006.7497,24.2424,
240,55,A2,√‚◊Û,T200,953.3979,1006.7729,24.1729,
240,55,A2,√‚”“,T201,953.399,1006.7727,24.1722,
240,55,B1,æµ◊Û,T202,953.2958,1007.0492,22.6261,
240,55,B1,æµ”“,T203,953.297,1007.0494,22.6263,
240,55,B2,√‚◊Û,T204,953.1278,1007.0135,22.5007,
240,55,B2,√‚”“,T205,953.1271,1007.0123,22.5004,
240,65,A1,æµ◊Û,T206,953.5649,1006.8012,24.3775,
240,65,A1,æµ”“,T207,953.5666,1006.8016,24.3767,
240,65,A2,√‚◊Û,T208,953.5407,1006.8209,24.3091,
240,65,A2,√‚”“,T209,953.541,1006.8203,24.3091,
240,65,B1,æµ◊Û,T210,953.1834,1007.0109,22.7881,
240,65,B1,æµ”“,T211,953.1849,1007.0114,22.7878,
240,65,B2,√‚◊Û,T212,952.997,1006.9688,22.6949,
240,65,B2,√‚”“,T213,952.9975,1006.9687,22.695,
240,75,A1,æµ◊Û,T214,953.7379,1006.86,24.4812,
240,75,A1,æµ”“,T215,953.7399,1006.8606,24.4811,
240,75,A2,√‚◊Û,T216,953.7018,1006.8764,24.4163,
240,75,A2,√‚”“,T217,953.7018,1006.8778,24.4164,
240,75,B1,æµ◊Û,T218,953.0995,1006.9824,22.9674,
240,75,B1,æµ”“,T219,953.1007,1006.983,22.9675,
240,75,B2,√‚◊Û,T220,952.9009,1006.9355,22.9089,
240,75,B2,√‚”“,T221,952.9,1006.9355,22.9092,
240,85,A1,æµ◊Û,T222,953.9258,1006.9239,24.5523,
240,85,A1,æµ”“,T223,953.9271,1006.9244,24.5517,
240,85,A2,√‚◊Û,T224,953.8792,1006.9365,24.4937,
240,85,A2,√‚”“,T225,953.8788,1006.937,24.4939,
240,85,B1,æµ◊Û,T226,953.0466,1006.9644,23.1592,
240,85,B1,æµ”“,T227,953.0475,1006.9647,23.1594,
240,85,B2,√‚◊Û,T228,952.8409,1006.9153,23.1376,
240,85,B2,√‚”“,T229,952.8409,1006.9154,23.138,
270,85,A1,æµ◊Û,T230,953.04,1007.0247,24.5516,
270,85,A1,æµ”“,T231,953.0419,1007.0256,24.5529,
270,85,A2,√‚◊Û,T232,953.0068,1007.0451,24.4911,
270,85,A2,√‚”“,T233,953.0072,1007.045,24.4914,
270,85,B1,æµ◊Û,T234,952.2996,1007.4998,23.1596,
270,85,B1,æµ”“,T235,952.3013,1007.5003,23.1592,
270,85,B2,√‚◊Û,T236,952.0971,1007.5577,23.1381,
270,85,B2,√‚”“,T237,952.0962,1007.5579,23.138,
270,75,A1,æµ◊Û,T238,952.8458,1007.0631,24.4812,
270,75,A1,æµ”“,T239,952.848,1007.064,24.4813,
270,75,A2,√‚◊Û,T240,952.8206,1007.0874,24.4156,
270,75,A2,√‚”“,T241,952.8212,1007.0853,24.4148,
270,75,B1,æµ◊Û,T242,952.3551,1007.4887,22.9671,
270,75,B1,æµ”“,T243,952.3567,1007.4889,22.9679,
270,75,B2,√‚◊Û,T244,952.1605,1007.5463,22.9094,
270,75,B2,√‚”“,T245,952.1606,1007.5464,22.9099,
270,65,A1,æµ◊Û,T246,952.667,1007.0988,24.3767,
270,65,A1,æµ”“,T247,952.6686,1007.0993,24.3769,
270,65,A2,√‚◊Û,T248,952.6539,1007.1227,24.3079,
270,65,A2,√‚”“,T249,952.654,1007.1225,24.3077,
270,65,B1,æµ◊Û,T250,952.4419,1007.4714,22.7875,
270,65,B1,æµ”“,T251,952.4433,1007.4716,22.7882,
270,65,B2,√‚◊Û,T252,952.2599,1007.527,22.6952,
270,65,B2,√‚”“,T253,952.2593,1007.5278,22.6949,
270,55,A1,æµ◊Û,T246,952.5085,1007.1305,24.2426,
270,55,A1,æµ”“,T247,952.5099,1007.1309,24.2423,
270,55,A2,√‚◊Û,T248,952.5056,1007.1563,24.171,
270,55,A2,√‚”“,T249,952.5054,1007.1556,24.1718,
270,45,A1,æµ◊Û,T258,952.375,1007.1568,24.0826,
270,45,A1,æµ”“,T259,952.3768,1007.1576,24.0818,
270,45,A2,√‚◊Û,T260,952.3834,1007.1818,24.0127,
270,45,A2,√‚”“,T261,952.3844,1007.1803,24.0124,
270,35,A1,æµ◊Û,T262,952.2709,1007.1774,23.9009,
270,35,A1,æµ”“,T263,952.2721,1007.1782,23.9001,
270,35,A2,√‚◊Û,T264,952.2913,1007.2041,23.8326,
270,35,A2,√‚”“,T265,952.2906,1007.2071,23.8334,
270,25,A1,æµ◊Û,T266,952.1994,1007.1916,23.7035,
270,25,A1,æµ”“,T267,952.2011,1007.1923,23.7029,
270,25,A2,√‚◊Û,T268,952.2299,1007.2234,23.642,
270,25,A2,√‚”“,T269,952.2294,1007.2236,23.6409,
270,15,A1,æµ◊Û,T270,952.1629,1007.1987,23.4962,
270,15,A1,æµ”“,T271,952.1645,1007.1991,23.496,
270,15,A2,√‚◊Û,T272,952.204,1007.2322,23.4421,
270,15,A2,√‚”“,T273,952.2043,1007.2311,23.4419,
270,5,A1,æµ◊Û,T274,952.1619,1007.1988,23.2862,
270,5,A1,æµ”“,T275,952.1635,1007.1997,23.285,
270,5,A2,√‚◊Û,T276,952.2113,1007.2321,23.2382,
270,5,A2,√‚”“,T277,952.2111,1007.2319,23.2375,
300,5,A1,æµ◊Û,T278,951.6348,1008.1418,23.2846,
300,5,A1,æµ”“,T279,951.6358,1008.1423,23.2842,
300,5,A2,√‚◊Û,T280,951.6898,1008.1721,23.2429,
300,5,A2,√‚”“,T281,951.6891,1008.1735,23.2431,
300,35,A1,æµ◊Û,T282,951.7322,1008.0714,23.8997,
300,35,A1,æµ”“,T283,951.7343,1008.0722,23.8998,
300,45,A2,√‚◊Û,T284,951.8318,1008.0148,24.0119,
300,45,A2,√‚”“,T285,951.8315,1008.0159,24.0121,
300,55,A2,√‚◊Û,T286,951.9257,1007.933,24.1719,
300,55,A2,√‚”“,T287,951.9261,1007.9327,24.1714,
300,65,A2,√‚◊Û,T288,952.0379,1007.8338,24.3082,
300,65,A2,√‚”“,T289,952.0381,1007.8329,24.3079,
300,75,A2,√‚◊Û,T290,952.1674,1007.7194,24.4143,
300,75,A2,√‚”“,T291,952.1677,1007.7184,24.4133,
300,85,A2,√‚◊Û,T292,952.3063,1007.5995,24.4924,
300,85,A2,√‚”“,T293,952.3068,1007.5986,24.4914,
15,5,C1,æµ◊Û,T294,955.7203,1008.9468,23.0251,
15,5,C1,æµ”“,T295,955.7203,1008.9473,23.0238,
15,5,C2,√‚◊Û,T296,955.6809,1008.9113,23.2408,
15,5,C2,√‚”“,T297,955.6827,1008.9107,23.2401,
15,15,C1,æµ◊Û,T298,955.7192,1008.9447,23.234,
15,15,C1,æµ”“,T299,955.7191,1008.9456,23.233,
15,15,C2,√‚◊Û,T300,955.6835,1008.9183,23.4416,
15,15,C2,√‚”“,T301,955.6853,1008.9179,23.4411,
15,25,C1,æµ◊Û,T302,955.702,1008.91,23.4394,
15,25,C1,æµ”“,T303,955.7023,1008.9107,23.4391,
15,25,C2,√‚◊Û,T304,955.6711,1008.8939,23.6399,
15,25,C2,√‚”“,T305,955.6724,1008.8941,23.6391,
15,35,C1,æµ◊Û,T306,955.6695,1008.8438,23.6352,
15,35,C1,æµ”“,T307,955.6694,1008.8447,23.6347,
15,35,C2,√‚◊Û,T308,955.6432,1008.8386,23.834,
15,35,C2,√‚”“,T309,955.6433,1008.839,23.8336,
15,45,C1,æµ◊Û,T310,955.6225,1008.7484,23.8151,
15,45,C1,æµ”“,T311,955.6224,1008.7488,23.8147,
15,45,C2,√‚◊Û,T312,955.5958,1008.7556,24.0148,
15,45,C2,√‚”“,T313,955.5967,1008.7556,24.0147,
15,45,D1,æµ◊Û,T314,955.33,1008.8976,22.117,
15,45,D1,æµ”“,T315,955.3298,1008.8982,22.117,
15,45,D2,√‚◊Û,T316,955.323,1008.89,22.4552,
15,45,D2,√‚”“,T317,955.3147,1008.8918,22.458,
15,55,C1,æµ◊Û,T318,955.5622,1008.6258,23.9739,
15,55,C1,æµ”“,T319,955.5621,1008.6264,23.9734,
15,55,C2,√‚◊Û,T320,955.5471,1008.6434,24.1709,
15,55,C2,√‚”“,T321,955.5461,1008.6434,24.171,
15,55,D1,æµ◊Û,T322,955.4001,1009.0405,22.303,
15,55,D1,æµ”“,T323,955.3998,1009.0402,22.3024,
15,55,D2,√‚◊Û,T324,955.3781,1009.0215,22.6395,
15,55,D2,√‚”“,T325,955.3807,1009.0211,22.6384,
15,65,C1,æµ◊Û,T326,955.4906,1008.4804,24.1065,
15,65,C1,æµ”“,T327,955.4906,1008.4814,24.1061,
15,65,C2,√‚◊Û,T328,955.4798,1008.5102,24.3077,
15,65,C2,√‚”“,T329,955.4791,1008.5106,24.3077,
15,65,D1,æµ◊Û,T330,955.4546,1009.1511,22.5129,
15,65,D1,æµ”“,T331,955.4547,1009.1513,22.5129,
15,65,D2,√‚◊Û,T332,955.4426,1009.1198,22.839,
15,65,D2,√‚”“,T333,955.4374,1009.1211,22.841,
15,75,C1,æµ◊Û,T334,955.4098,1008.3169,24.4793,
15,75,C1,æµ”“,T335,955.41,1008.3177,24.4789,
15,75,C2,√‚◊Û,T336,955.4035,1008.3591,24.4159,
15,75,C2,√‚”“,T337,955.4013,1008.3592,24.4167,
15,75,D1,æµ◊Û,T338,955.4925,1009.2276,23.0117,
15,75,D1,æµ”“,T339,955.4924,1009.2283,23.0112,
15,75,D2,√‚◊Û,T340,955.4839,1009.1864,23.0566,
15,75,D2,√‚”“,T341,955.4824,1009.1859,23.0567,
15,85,C1,æµ◊Û,T342,955.3229,1008.1397,24.5489,
15,85,C1,æµ”“,T343,955.3226,1008.1408,24.5479,
15,85,C2,√‚◊Û,T344,955.317,1008.1915,24.4925,
15,85,C2,√‚”“,T345,955.3113,1008.1928,24.4942,
15,85,D1,æµ◊Û,T346,955.5122,1009.2674,23.2518,
15,85,D1,æµ”“,T347,955.5122,1009.2681,23.2508,
15,85,D2,√‚◊Û,T348,955.5,1009.2181,23.2865,
15,85,D2,√‚”“,T349,955.4996,1009.2181,23.2867,
45,75,C2,√‚◊Û,T350,955.0397,1007.5235,24.4149,
45,75,C2,√‚”“,T351,955.0404,1007.5236,24.4143,
135,85,A1,æµ◊Û,T352,955.2469,1009.3086,24.5542,
135,85,A1,æµ”“,T353,955.2468,1009.3095,24.5526,
135,85,A2,√‚◊Û,T354,955.2212,1009.2698,24.5044,
135,85,A2,√‚”“,T355,955.2235,1009.2696,24.5042,
135,85,B1,æµ◊Û,T356,955.4351,1008.4487,23.1614,
135,85,B1,æµ”“,T357,955.4354,1008.4508,23.1609,
135,85,B2,√‚◊Û,T358,955.5392,1008.2611,23.1383,
135,85,B2,√‚”“,T359,955.5407,1008.2611,23.138,
135,75,A1,æµ◊Û,T360,955.3573,1009.1437,24.482,
135,75,A1,æµ”“,T361,955.357,1009.1448,24.4819,
135,75,B1,æµ◊Û,T362,955.4071,1008.5085,22.9713,
135,75,B1,æµ”“,T363,955.4051,1008.5009,22.9698,
135,75,B2,√‚◊Û,T364,955.5035,1008.3149,22.9086,
135,75,B2,√‚”“,T365,955.5055,1008.3145,22.9078,
135,65,B1,æµ◊Û,T366,955.3577,1008.5824,22.7918,
135,65,B1,æµ”“,T367,955.3575,1008.5834,22.7916,
135,65,B2,√‚◊Û,T368,955.4474,1008.3987,22.6955,
135,65,B2,√‚”“,T369,955.4497,1008.3983,22.6949,
135,55,B1,æµ◊Û,T370,955.2918,1008.6814,22.6308,
135,55,B1,æµ”“,T371,955.291,1008.6794,22.6296,
135,55,B2,√‚◊Û,T372,955.3673,1008.5149,22.5035,
135,55,B2,√‚”“,T373,955.3705,1008.5138,22.5025,
135,45,B1,æµ◊Û,T374,955.2115,1008.8016,22.4923,
135,45,B1,æµ”“,T375,955.2114,1008.8027,22.4915,
135,45,B2,√‚◊Û,T376,955.2714,1008.656,22.3371,
135,45,B2,√‚”“,T377,955.2742,1008.6556,22.3358,
135,35,B1,æµ◊Û,T378,955.1187,1008.9402,22.3815,
135,35,B1,æµ”“,T379,955.1187,1008.9413,22.381,
135,35,B2,√‚◊Û,T380,955.1611,1008.8184,22.2033,
135,35,B2,√‚”“,T381,955.1654,1008.8171,22.2018,
165,5,A1,æµ◊Û,T382,955.4374,1007.5325,23.286,
165,5,A1,æµ”“,T383,955.4375,1007.5336,23.2868,
165,5,A2,√‚◊Û,T384,955.4152,1007.5834,23.2363,
165,5,A2,√‚”“,T385,955.4172,1007.5832,23.2359,
165,15,A1,æµ◊Û,T386,955.4377,1007.5338,23.4979,
165,15,A1,æµ”“,T387,955.4373,1007.5346,23.4965,
165,15,A2,√‚◊Û,T388,955.415,1007.5755,23.439,
165,15,A2,√‚”“,T389,955.4164,1007.5752,23.4384,
165,25,A1,æµ◊Û,T390,955.4354,1007.5717,23.7043,
165,25,A1,æµ”“,T391,955.4348,1007.5717,23.704,
165,25,A2,√‚◊Û,T392,955.4126,1007.6013,23.6392,
165,25,A2,√‚”“,T393,955.4136,1007.6014,23.6386,
165,35,A1,æµ◊Û,T394,955.4303,1007.6448,23.9018,
165,35,A1,æµ”“,T395,955.4302,1007.6448,23.9016,
165,35,A2,√‚◊Û,T396,955.4079,1007.6628,23.8327,
165,35,A2,√‚”“,T397,955.4082,1007.663,23.8328,
165,45,A1,æµ◊Û,T398,955.4233,1007.7503,24.0838,
165,45,A1,æµ”“,T399,955.4233,1007.7505,24.0832,
165,45,A2,√‚◊Û,T400,955.3975,1007.7578,24.0139,
165,45,A2,√‚”“,T401,955.3974,1007.7577,24.0139,
165,55,A1,æµ◊Û,T402,955.4143,1007.8859,24.2442,
165,55,A1,æµ”“,T403,955.4144,1007.8865,24.2442,
165,55,A2,√‚◊Û,T404,955.3895,1007.8813,24.1732,
165,55,A2,√‚”“,T405,955.3908,1007.881,24.173,
165,65,A1,æµ◊Û,T406,955.4037,1008.0476,24.3787,
165,65,A1,æµ”“,T407,955.4036,1008.0482,24.378,
165,65,A2,√‚◊Û,T408,955.3826,1008.0288,24.3101,
165,65,A2,√‚”“,T409,955.3812,1008.0288,24.31,
165,65,B1,æµ◊Û,T410,955.102,1007.7333,22.7894,
165,65,B1,æµ”“,T411,955.1021,1007.7341,22.7891,
165,65,B2,√‚◊Û,T412,955.0925,1007.543,22.6969,
165,65,B2,√‚”“,T413,955.087,1007.5439,22.698,
165,75,A1,æµ◊Û,T414,955.3916,1008.2298,24.4828,
165,75,A1,æµ”“,T415,955.3918,1008.2304,24.4825,
165,75,A2,√‚◊Û,T416,955.3694,1008.1992,24.4188,
165,75,A2,√‚”“,T417,955.3685,1008.1995,24.4193,
165,75,B1,æµ◊Û,T418,955.1077,1007.6443,22.9687,
165,75,B1,æµ”“,T419,955.1082,1007.6452,22.9692,
165,75,B2,√‚◊Û,T420,955.0912,1007.4423,22.9134,
165,75,B2,√‚”“,T421,955.0959,1007.4419,22.9119,
165,85,A1,æµ◊Û,T422,955.3787,1008.4275,24.5536,
165,85,A1,æµ”“,T423,955.3787,1008.4284,24.5532,
165,85,A2,√‚◊Û,T424,955.3509,1008.3875,24.4978,
165,85,A2,√‚”“,T425,955.3521,1008.3877,24.4977,
165,85,B1,æµ◊Û,T426,955.1115,1007.5891,23.1606,
165,85,B1,æµ”“,T427,955.1119,1007.5894,23.1608,
165,85,B2,√‚◊Û,T428,955.097,1007.3787,23.1409,
165,85,B2,√‚”“,T429,955.0911,1007.3797,23.1428,
195,85,A1,æµ◊Û,T430,955.0521,1007.5984,24.5541,
195,85,A1,æµ”“,T431,955.0522,1007.5998,24.5534,
